job_id,usr_name,job_name,account,group,partition_name,host_name,priority,qos,work_dir,submit_line,nodes_req,cpu_req,gpu_req,mem_req,num_cpu,cpu_alloc,gpu_alloc,mem_alloc,nodelist,node_count,wallclock_req,node_alloc,mem_per_node,mem_per_cpu,ntask,slots,array_job_id,array_pos,freq_req,submit_time,start_time,eligible_time,queue_sec,wait_to_start_sec,submit_dayofweek,submit_month,submit_hour,start_dayofweek,start_month,start_hour,start_year,status
16,user096,WRF_testjob_16,acct06,group01,gpu,Hengicluster2025-n039,6519,normal,/home/user096/Hengicluster2025/test_job_000016,sbatch -p gpu -N 8 -n 53 WRF_testjob_16.sh,8,64,2,256,56,56,1,224.05,"Hengicluster2025-n039,Hengicluster2025-n008,Hengicluster2025-n025,Hengicluster2025-n014,Hengicluster2025-n018,Hengicluster2025-n016,Hengicluster2025-n052,Hengicluster2025-n011",8,7394,8,28.01,4.0009,53,53,10,58,1,1763514900,1763515020,120,120,120,2,11,1,2,11,1,2025,RUNNING
17,user010,ANSYS_testjob_17,acct10,group05,gpu,Hengicluster2025-n055,3507,low,/home/user010/Hengicluster2025/test_job_000017,sbatch -p gpu -N 4 -n 37 ANSYS_testjob_17.sh,4,64,4,2048,61,61,3,1963.14,"Hengicluster2025-n055,Hengicluster2025-n017,Hengicluster2025-n057,Hengicluster2025-n003",4,7918,4,490.79,32.1827,37,37,0,0,1,1763515200,1763515320,120,120,120,2,11,1,2,11,1,2025,RUNNING
18,user041,LAMMPS_testjob_18,acct01,group01,medium,Hengicluster2025-n033,3222,low,/home/user041/Hengicluster2025/test_job_000018,sbatch -p medium -N 1 -n 14 LAMMPS_testjob_18.sh,1,16,0,256,15,15,0,240.18,Hengicluster2025-n033,1,15107,1,240.18,16.0117,14,14,10,45,4,1763515500,1763515620,120,120,120,2,11,1,2,11,1,2025,RUNNING
19,user027,WRF_testjob_19,acct07,group02,short,Hengicluster2025-n005,1529,high,/home/user027/Hengicluster2025/test_job_000019,sbatch -p short -N 5 -n 19 WRF_testjob_19.sh,5,40,0,320,37,37,0,296.8,"Hengicluster2025-n005,Hengicluster2025-n009,Hengicluster2025-n032,Hengicluster2025-n004,Hengicluster2025-n024",5,4773,5,59.36,8.0217,19,19,0,0,4,1763515800,1763515920,120,120,120,2,11,1,2,11,1,2025,RUNNING
20,user055,Gaussian_testjob_20,acct05,group05,medium,Hengicluster2025-n050,1099,express,/home/user055/Hengicluster2025/test_job_000020,sbatch -p medium -N 4 -n 159 Gaussian_testjob_20.sh,4,256,0,1024,241,241,0,967.85,"Hengicluster2025-n050,Hengicluster2025-n017,Hengicluster2025-n025,Hengicluster2025-n016",4,9688,4,241.96,4.016,159,159,0,0,2,1763516100,1763516220,120,120,120,2,11,1,2,11,1,2025,RUNNING
21,user055,ANSYS_testjob_21,acct05,group05,debug,Hengicluster2025-n030,7967,normal,/home/user055/Hengicluster2025/test_job_000021,sbatch -p debug -N 2 -n 74 ANSYS_testjob_21.sh,2,128,0,256,97,97,0,195.91,"Hengicluster2025-n030,Hengicluster2025-n048",2,2046,2,97.96,2.0197,74,74,20,98,4,1763516400,1763516520,120,120,120,2,11,1,2,11,1,2025,RUNNING
22,user023,QuantumESPRESSO_testjob_22,acct03,group03,long,Hengicluster2025-n056,9639,normal,/home/user023/Hengicluster2025/test_job_000022,sbatch -p long -N 15 -n 79 QuantumESPRESSO_testjob_22.sh,15,120,0,960,95,95,0,764.09,"Hengicluster2025-n056,Hengicluster2025-n037,Hengicluster2025-n040,Hengicluster2025-n060,Hengicluster2025-n044,Hengicluster2025-n050,Hengicluster2025-n013,Hengicluster2025-n028,Hengicluster2025-n015,Hengicluster2025-n048,Hengicluster2025-n036,Hengicluster2025-n012,Hengicluster2025-n022,Hengicluster2025-n019,Hengicluster2025-n001",15,131206,15,50.94,8.043,79,79,0,0,1,1763516700,1763516820,120,120,120,2,11,1,2,11,1,2025,RUNNING
23,user020,WRF_testjob_23,acct10,group05,short,Hengicluster2025-n056,9801,high,/home/user020/Hengicluster2025/test_job_000023,sbatch -p short -N 12 -n 121 WRF_testjob_23.sh,12,192,0,768,171,171,0,685.45,"Hengicluster2025-n056,Hengicluster2025-n001,Hengicluster2025-n013,Hengicluster2025-n053,Hengicluster2025-n029,Hengicluster2025-n015,Hengicluster2025-n014,Hengicluster2025-n010,Hengicluster2025-n025,Hengicluster2025-n021,Hengicluster2025-n024,Hengicluster2025-n020",12,9434,12,57.12,4.0085,121,121,20,73,0,1763517000,1763517120,120,120,120,2,11,1,2,11,1,2025,RUNNING
24,user056,PyTorch_testjob_24,acct06,group01,gpu,Hengicluster2025-n013,3397,high,/home/user056/Hengicluster2025/test_job_000024,sbatch -p gpu -N 8 -n 341 PyTorch_testjob_24.sh,8,512,4,512,421,421,3,421.48,"Hengicluster2025-n013,Hengicluster2025-n028,Hengicluster2025-n042,Hengicluster2025-n036,Hengicluster2025-n043,Hengicluster2025-n057,Hengicluster2025-n052,Hengicluster2025-n035",8,17345,8,52.68,1.0011,341,341,0,0,0,1763517300,1763517420,120,120,120,2,11,1,2,11,1,2025,RUNNING
25,user058,ABINIT_testjob_25,acct08,group03,gpu,Hengicluster2025-n040,3910,normal,/home/user058/Hengicluster2025/test_job_000025,sbatch -p gpu -N 1 -n 13 ABINIT_testjob_25.sh,1,16,4,128,14,14,3,116.02,Hengicluster2025-n040,1,8193,1,116.02,8.2871,13,13,0,0,2,1763517600,1763517720,120,120,120,2,11,2,2,11,2,2025,RUNNING
26,user067,GROMACS_testjob_26,acct07,group02,medium,Hengicluster2025-n059,9993,low,/home/user067/Hengicluster2025/test_job_000026,sbatch -p medium -N 11 -n 53 GROMACS_testjob_26.sh,11,88,0,1408,70,70,0,1132.37,"Hengicluster2025-n059,Hengicluster2025-n046,Hengicluster2025-n043,Hengicluster2025-n054,Hengicluster2025-n021,Hengicluster2025-n033,Hengicluster2025-n052,Hengicluster2025-n023,Hengicluster2025-n041,Hengicluster2025-n056,Hengicluster2025-n060",11,10059,11,102.94,16.1768,53,53,20,99,4,1763517900,1763518020,120,120,120,2,11,2,2,11,2,2025,RUNNING
27,user017,TensorFlow_testjob_27,acct07,group02,short,Hengicluster2025-n045,6134,low,/home/user017/Hengicluster2025/test_job_000027,sbatch -p short -N 11 -n 489 TensorFlow_testjob_27.sh,11,704,0,352,627,627,0,313.66,"Hengicluster2025-n045,Hengicluster2025-n031,Hengicluster2025-n017,Hengicluster2025-n035,Hengicluster2025-n014,Hengicluster2025-n043,Hengicluster2025-n037,Hengicluster2025-n012,Hengicluster2025-n022,Hengicluster2025-n059,Hengicluster2025-n016",11,4710,11,28.51,0.5003,489,489,0,0,0,1763518200,1763518320,120,120,120,2,11,2,2,11,2,2025,RUNNING
28,user045,VASP_testjob_28,acct05,group05,short,Hengicluster2025-n028,2571,low,/home/user045/Hengicluster2025/test_job_000028,sbatch -p short -N 4 -n 22 VASP_testjob_28.sh,4,32,0,256,24,24,0,192.08,"Hengicluster2025-n028,Hengicluster2025-n058,Hengicluster2025-n037,Hengicluster2025-n034",4,7000,4,48.02,8.0034,22,22,0,0,2,1763518500,1763518620,120,120,120,2,11,2,2,11,2,2025,RUNNING
29,user074,QuantumESPRESSO_testjob_29,acct04,group04,long,Hengicluster2025-n060,1192,low,/home/user074/Hengicluster2025/test_job_000029,sbatch -p long -N 9 -n 89 QuantumESPRESSO_testjob_29.sh,9,144,0,576,126,126,0,507.86,"Hengicluster2025-n060,Hengicluster2025-n045,Hengicluster2025-n034,Hengicluster2025-n014,Hengicluster2025-n038,Hengicluster2025-n005,Hengicluster2025-n051,Hengicluster2025-n047,Hengicluster2025-n057",9,80952,9,56.43,4.0306,89,89,0,0,2,1763518800,1763518920,120,120,120,2,11,2,2,11,2,2025,RUNNING
30,user033,VASP_testjob_30,acct03,group03,long,Hengicluster2025-n052,1663,high,/home/user033/Hengicluster2025/test_job_000030,sbatch -p long -N 3 -n 149 VASP_testjob_30.sh,3,192,0,96,173,173,0,86.69,"Hengicluster2025-n052,Hengicluster2025-n058,Hengicluster2025-n038",3,42144,3,28.9,0.5011,149,149,0,0,2,1763519100,1763519220,120,120,120,2,11,2,2,11,2,2025,RUNNING
31,user097,NAMD_testjob_31,acct07,group02,debug,Hengicluster2025-n046,9634,low,/home/user097/Hengicluster2025/test_job_000031,sbatch -p debug -N 3 -n 21 NAMD_testjob_31.sh,3,48,0,192,35,35,0,142.91,"Hengicluster2025-n046,Hengicluster2025-n012,Hengicluster2025-n040",3,6888,3,47.64,4.0832,21,21,30,82,1,1763519400,1763519520,120,120,120,2,11,2,2,11,2,2025,RUNNING
32,user045,PyTorch_testjob_32,acct05,group05,debug,Hengicluster2025-n056,1709,express,/home/user045/Hengicluster2025/test_job_000032,sbatch -p debug -N 1 -n 3 PyTorch_testjob_32.sh,1,8,0,32,7,7,0,31.14,Hengicluster2025-n056,1,3267,1,31.14,4.4483,3,3,0,0,2,1763519700,1763519820,120,120,120,2,11,2,2,11,2,2025,RUNNING
33,user086,LAMMPS_testjob_33,acct06,group01,gpu,Hengicluster2025-n057,6531,high,/home/user086/Hengicluster2025/test_job_000033,sbatch -p gpu -N 5 -n 232 LAMMPS_testjob_33.sh,5,320,2,640,296,296,1,592.96,"Hengicluster2025-n057,Hengicluster2025-n023,Hengicluster2025-n016,Hengicluster2025-n031,Hengicluster2025-n026",5,8140,5,118.59,2.0032,232,232,30,97,1,1763520000,1763520120,120,120,120,2,11,2,2,11,2,2025,RUNNING
34,user095,NAMD_testjob_34,acct05,group05,short,Hengicluster2025-n020,9666,express,/home/user095/Hengicluster2025/test_job_000034,sbatch -p short -N 12 -n 233 NAMD_testjob_34.sh,12,384,0,6144,364,364,0,5827.73,"Hengicluster2025-n020,Hengicluster2025-n050,Hengicluster2025-n038,Hengicluster2025-n018,Hengicluster2025-n055,Hengicluster2025-n019,Hengicluster2025-n054,Hengicluster2025-n010,Hengicluster2025-n002,Hengicluster2025-n042,Hengicluster2025-n037,Hengicluster2025-n047",12,11519,12,485.64,16.0102,233,233,0,0,2,1763520300,1763520420,120,120,120,2,11,2,2,11,2,2025,RUNNING
35,user095,GROMACS_testjob_35,acct05,group05,debug,Hengicluster2025-n031,7312,low,/home/user095/Hengicluster2025/test_job_000035,sbatch -p debug -N 3 -n 60 GROMACS_testjob_35.sh,3,96,0,1536,74,74,0,1186.53,"Hengicluster2025-n031,Hengicluster2025-n010,Hengicluster2025-n048",3,6194,3,395.51,16.0342,60,60,0,0,2,1763520600,1763520720,120,120,120,2,11,2,2,11,2,2025,RUNNING
36,user099,TensorFlow_testjob_36,acct09,group04,medium,Hengicluster2025-n023,2092,normal,/home/user099/Hengicluster2025/test_job_000036,sbatch -p medium -N 14 -n 244 TensorFlow_testjob_36.sh,14,448,0,896,333,333,0,666.09,"Hengicluster2025-n023,Hengicluster2025-n008,Hengicluster2025-n005,Hengicluster2025-n051,Hengicluster2025-n010,Hengicluster2025-n014,Hengicluster2025-n044,Hengicluster2025-n020,Hengicluster2025-n053,Hengicluster2025-n058,Hengicluster2025-n048,Hengicluster2025-n021,Hengicluster2025-n047,Hengicluster2025-n037",14,32004,14,47.58,2.0003,244,244,0,0,1,1763520900,1763521020,120,120,120,2,11,2,2,11,2,2025,RUNNING
37,user025,GROMACS_testjob_37,acct05,group05,medium,Hengicluster2025-n016,3868,express,/home/user025/Hengicluster2025/test_job_000037,sbatch -p medium -N 9 -n 532 GROMACS_testjob_37.sh,9,576,0,4608,556,556,0,4450.74,"Hengicluster2025-n016,Hengicluster2025-n018,Hengicluster2025-n048,Hengicluster2025-n038,Hengicluster2025-n015,Hengicluster2025-n017,Hengicluster2025-n026,Hengicluster2025-n031,Hengicluster2025-n011",9,23364,9,494.53,8.0049,532,532,0,0,0,1763521200,1763521320,120,120,120,2,11,3,2,11,3,2025,RUNNING
38,user077,Nektar++_testjob_38,acct07,group02,gpu,Hengicluster2025-n059,462,express,/home/user077/Hengicluster2025/test_job_000038,sbatch -p gpu -N 7 -n 45 Nektar++_testjob_38.sh,7,112,1,1792,84,84,1,1345.54,"Hengicluster2025-n059,Hengicluster2025-n053,Hengicluster2025-n007,Hengicluster2025-n056,Hengicluster2025-n010,Hengicluster2025-n038,Hengicluster2025-n025",7,18741,7,192.22,16.0184,45,45,0,0,1,1763521500,1763521620,120,120,120,2,11,3,2,11,3,2025,RUNNING
39,user028,QuantumESPRESSO_testjob_39,acct08,group03,medium,Hengicluster2025-n023,3360,normal,/home/user028/Hengicluster2025/test_job_000039,sbatch -p medium -N 9 -n 186 QuantumESPRESSO_testjob_39.sh,9,288,0,1152,270,270,0,1083.16,"Hengicluster2025-n023,Hengicluster2025-n043,Hengicluster2025-n041,Hengicluster2025-n028,Hengicluster2025-n020,Hengicluster2025-n052,Hengicluster2025-n031,Hengicluster2025-n054,Hengicluster2025-n030",9,37488,9,120.35,4.0117,186,186,0,0,1,1763521800,1763521920,120,120,120,2,11,3,2,11,3,2025,RUNNING
40,user007,QuantumESPRESSO_testjob_40,acct07,group02,long,Hengicluster2025-n002,5947,low,/home/user007/Hengicluster2025/test_job_000040,sbatch -p long -N 2 -n 20 QuantumESPRESSO_testjob_40.sh,2,32,0,1024,28,28,0,916.41,"Hengicluster2025-n002,Hengicluster2025-n032",2,80567,2,458.2,32.7289,20,20,0,0,0,1763522100,1763522220,120,120,120,2,11,3,2,11,3,2025,RUNNING
41,user020,LAMMPS_testjob_41,acct10,group05,debug,Hengicluster2025-n047,2357,express,/home/user020/Hengicluster2025/test_job_000041,sbatch -p debug -N 1 -n 9 LAMMPS_testjob_41.sh,1,16,0,128,15,15,0,125.41,Hengicluster2025-n047,1,6098,1,125.41,8.3607,9,9,0,0,2,1763522400,1763522520,120,120,120,2,11,3,2,11,3,2025,RUNNING
42,user022,NWChem_testjob_42,acct02,group02,gpu,Hengicluster2025-n056,9181,normal,/home/user022/Hengicluster2025/test_job_000042,sbatch -p gpu -N 3 -n 16 NWChem_testjob_42.sh,3,24,1,1536,22,22,1,1425.13,"Hengicluster2025-n056,Hengicluster2025-n005,Hengicluster2025-n039",3,25653,3,475.04,64.7786,16,16,0,0,0,1763522700,1763522820,120,120,120,2,11,3,2,11,3,2025,RUNNING
43,user035,ANSYS_testjob_43,acct05,group05,debug,Hengicluster2025-n039,6029,express,/home/user035/Hengicluster2025/test_job_000043,sbatch -p debug -N 3 -n 88 ANSYS_testjob_43.sh,3,192,0,96,148,148,0,74.06,"Hengicluster2025-n039,Hengicluster2025-n020,Hengicluster2025-n049",3,5066,3,24.69,0.5004,88,88,0,0,1,1763523000,1763523120,120,120,120,2,11,3,2,11,3,2025,RUNNING
44,user071,Nektar++_testjob_44,acct01,group01,medium,Hengicluster2025-n046,1857,normal,/home/user071/Hengicluster2025/test_job_000044,sbatch -p medium -N 8 -n 39 Nektar++_testjob_44.sh,8,64,0,1024,56,56,0,900.86,"Hengicluster2025-n046,Hengicluster2025-n021,Hengicluster2025-n003,Hengicluster2025-n031,Hengicluster2025-n004,Hengicluster2025-n027,Hengicluster2025-n026,Hengicluster2025-n045",8,26974,8,112.61,16.0868,39,39,0,0,3,1763523300,1763523420,120,120,120,2,11,3,2,11,3,2025,RUNNING
45,user067,Gaussian_testjob_45,acct07,group02,debug,Hengicluster2025-n022,5017,express,/home/user067/Hengicluster2025/test_job_000045,sbatch -p debug -N 3 -n 104 Gaussian_testjob_45.sh,3,192,0,768,179,179,0,716.5,"Hengicluster2025-n022,Hengicluster2025-n053,Hengicluster2025-n016",3,4329,3,238.83,4.0028,104,104,0,0,3,1763523600,1763523720,120,120,120,2,11,3,2,11,3,2025,RUNNING
46,user023,LAMMPS_testjob_46,acct03,group03,medium,Hengicluster2025-n046,1167,high,/home/user023/Hengicluster2025/test_job_000046,sbatch -p medium -N 8 -n 393 LAMMPS_testjob_46.sh,8,512,0,1024,455,455,0,910.65,"Hengicluster2025-n046,Hengicluster2025-n045,Hengicluster2025-n037,Hengicluster2025-n034,Hengicluster2025-n014,Hengicluster2025-n016,Hengicluster2025-n054,Hengicluster2025-n035",8,34183,8,113.83,2.0014,393,393,0,0,1,1763523900,1763524020,120,120,120,2,11,3,2,11,3,2025,RUNNING
47,user091,Gaussian_testjob_47,acct01,group01,short,Hengicluster2025-n015,301,high,/home/user091/Hengicluster2025/test_job_000047,sbatch -p short -N 15 -n 718 Gaussian_testjob_47.sh,15,960,0,7680,914,914,0,7315.49,"Hengicluster2025-n015,Hengicluster2025-n047,Hengicluster2025-n009,Hengicluster2025-n019,Hengicluster2025-n054,Hengicluster2025-n041,Hengicluster2025-n059,Hengicluster2025-n048,Hengicluster2025-n024,Hengicluster2025-n038,Hengicluster2025-n016,Hengicluster2025-n018,Hengicluster2025-n042,Hengicluster2025-n036,Hengicluster2025-n023",15,5168,15,487.7,8.0038,718,718,0,0,4,1763524200,1763524320,120,120,120,2,11,3,2,11,3,2025,RUNNING
48,user089,ABINIT_testjob_48,acct09,group04,medium,Hengicluster2025-n035,9502,low,/home/user089/Hengicluster2025/test_job_000048,sbatch -p medium -N 4 -n 18 ABINIT_testjob_48.sh,4,32,0,1024,22,22,0,735.13,"Hengicluster2025-n035,Hengicluster2025-n030,Hengicluster2025-n012,Hengicluster2025-n007",4,42915,4,183.78,33.4151,18,18,0,0,3,1763524500,1763524620,120,120,120,2,11,3,2,11,3,2025,RUNNING
49,user068,VASP_testjob_49,acct08,group03,long,Hengicluster2025-n009,1528,normal,/home/user068/Hengicluster2025/test_job_000049,sbatch -p long -N 11 -n 93 VASP_testjob_49.sh,11,176,0,704,137,137,0,550.57,"Hengicluster2025-n009,Hengicluster2025-n037,Hengicluster2025-n032,Hengicluster2025-n049,Hengicluster2025-n040,Hengicluster2025-n057,Hengicluster2025-n021,Hengicluster2025-n001,Hengicluster2025-n020,Hengicluster2025-n055,Hengicluster2025-n006",11,77868,11,50.05,4.0188,93,93,40,42,0,1763524800,1763524920,120,120,120,2,11,4,2,11,4,2025,RUNNING
50,user021,VASP_testjob_50,acct01,group01,short,Hengicluster2025-n036,3737,normal,/home/user021/Hengicluster2025/test_job_000050,sbatch -p short -N 7 -n 69 VASP_testjob_50.sh,7,112,0,896,110,110,0,887.27,"Hengicluster2025-n036,Hengicluster2025-n050,Hengicluster2025-n006,Hengicluster2025-n013,Hengicluster2025-n045,Hengicluster2025-n043,Hengicluster2025-n021",7,13065,7,126.75,8.0661,69,69,0,0,3,1763525100,1763525220,120,120,120,2,11,4,2,11,4,2025,RUNNING
51,user076,ANSYS_testjob_51,acct06,group01,short,Hengicluster2025-n025,4556,low,/home/user076/Hengicluster2025/test_job_000051,sbatch -p short -N 4 -n 46 ANSYS_testjob_51.sh,4,64,0,256,49,49,0,198.74,"Hengicluster2025-n025,Hengicluster2025-n054,Hengicluster2025-n035,Hengicluster2025-n058",4,4506,4,49.68,4.0558,46,46,50,61,1,1763525400,1763525520,120,120,120,2,11,4,2,11,4,2025,RUNNING
