job_id,usr_name,job_name,account,group,partition_name,host_name,priority,qos,work_dir,submit_line,nodes_req,cpu_req,gpu_req,mem_req,num_cpu,cpu_alloc,gpu_alloc,mem_alloc,nodelist,node_count,wallclock_req,node_alloc,mem_per_node,mem_per_cpu,ntask,slots,array_job_id,array_pos,freq_req,submit_time,start_time,eligible_time,queue_sec,wait_to_start_sec,submit_dayofweek,submit_month,submit_hour,start_dayofweek,start_month,start_hour,start_year,status
400057,user041,linpack_sim_8763,acct01,group01,workq,Hengicluster2025,2,normal,/home/user041/linpack_runs,sbatch linpack_22.sbatch,2,128,0,16384,128,128,0,16384,"n27,n53",2,10800,2,8192,128,32,128,60620,1850,1,1763298260,1763299280,1763298621,361,659,6,11,13,6,11,13,2025,FAILED
400058,user001,openfoam_sim_5164,acct01,group01,short,Hengicluster2025,1,high,/home/user001/openfoam_runs,sbatch openfoam_23.sbatch,1,16,0,16384,16,16,0,16384,n11,1,7200,1,16384,1024,16,16,60781,1010,0,1763307725,1763314025,1763310557,2832,3468,6,11,15,6,11,17,2025,TIMEOUT
400059,user087,quantumespresso_sim_9330,acct07,group02,workq,Hengicluster2025,3,normal,/home/user087/quantumespresso_runs,sbatch quantumespresso_25.sbatch,1,48,0,131072,48,48,0,131072,n42,1,5400,1,131072,2731,24,48,60785,1510,2,1763269625,1763276825,1763270073,448,6752,6,11,5,6,11,7,2025,FAILED
400060,user087,gaussian_sim_4407,acct07,group02,short,Hengicluster2025,3,normal,/home/user087/gaussian_runs,sbatch gaussian_50.sbatch,4,32,0,393216,32,32,0,393216,"n31,n40,n45,n0",4,5400,4,98304,12288,1,32,60211,1781,0,1763264956,1763267836,1763265123,167,2713,6,11,3,6,11,4,2025,COMPLETED
400062,user081,cp2k_sim_6837,acct01,group01,workq,Hengicluster2025,4,normal,/home/user081/cp2k_runs,sbatch cp2k_41.sbatch,1,64,0,98304,64,64,0,98304,n40,1,1800,1,98304,1536,1,64,60284,134,0,1763306757,1763311557,1763309744,2987,1813,6,11,15,6,11,16,2025,FAILED
400063,user032,cp2k_sim_6726,acct02,group02,long,Hengicluster2025,2,high,/home/user032/cp2k_runs,sbatch cp2k_25.sbatch,2,16,0,16384,16,16,0,16384,"n2,n37",2,3600,2,8192,1024,8,16,60933,481,1,1763273482,1763274622,1763274141,659,481,6,11,6,6,11,6,2025,COMPLETED
400064,user049,wrf_sim_2284,acct09,group04,workq,Hengicluster2025,2,scavenger,/home/user049/wrf_runs,sbatch wrf_32.sbatch,2,128,0,524288,128,128,0,524288,"n47,n25",2,10800,2,262144,4096,64,128,60161,1559,4,1763273862,1763277342,1763275171,1309,2171,6,11,6,6,11,7,2025,COMPLETED
400065,user030,gaussian_sim_1630,acct10,group05,workq,Hengicluster2025,1,high,/home/user030/gaussian_runs,sbatch gaussian_13.sbatch,3,24,0,294912,24,24,0,294912,"n25,n22,n21",3,14400,3,98304,12288,1,24,60849,187,0,1763298405,1763303805,1763298786,381,5019,6,11,13,6,11,14,2025,COMPLETED
400066,user029,bowtie2_sim_3599,acct09,group04,long,Hengicluster2025,4,high,/home/user029/bowtie2_runs,sbatch bowtie2_7.sbatch,1,32,0,8192,32,32,0,8192,n14,1,3600,1,8192,256,32,32,60094,838,0,1763291907,1763292987,1763292346,439,641,6,11,11,6,11,11,2025,FAILED
400068,user022,pytorch_sim_4052,acct02,group02,long,Hengicluster2025,3,high,/home/user022/pytorch_runs,sbatch pytorch_45.sbatch,1,2,0,8192,2,2,0,8192,n52,1,5400,1,8192,4096,1,2,60649,730,0,1763259036,1763262996,1763260775,1739,2221,6,11,2,6,11,3,2025,COMPLETED
400069,user017,linpack_sim_8682,acct07,group02,long,Hengicluster2025,3,scavenger,/home/user017/linpack_runs,sbatch linpack_16.sbatch,1,16,0,32768,16,16,0,32768,n25,1,600,1,32768,2048,16,16,60557,1591,0,1763284310,1763285630,1763284801,491,829,6,11,9,6,11,9,2025,COMPLETED
400070,user074,gaussian_sim_9074,acct04,group04,long,Hengicluster2025,5,scavenger,/home/user074/gaussian_runs,sbatch gaussian_31.sbatch,2,8,0,32768,8,8,0,32768,"n16,n29",2,900,2,16384,4096,4,8,60175,1919,0,1763331840,1763334900,1763333051,1211,1849,6,11,22,6,11,23,2025,NODE_FAIL
400072,user090,helios_sim_6181,acct10,group05,long,Hengicluster2025,4,high,/home/user090/helios_runs,sbatch helios_34.sbatch,2,32,0,262144,32,32,0,262144,"n36,n47",2,1800,2,131072,8192,16,32,60019,920,4,1763309406,1763313006,1763311320,1914,1686,6,11,16,6,11,17,2025,COMPLETED
400074,user012,pytorch_sim_5003,acct02,group02,long,Hengicluster2025,3,high,/home/user012/pytorch_runs,sbatch pytorch_50.sbatch,1,32,0,262144,32,32,0,262144,n44,1,1200,1,262144,8192,32,32,60954,436,0,1763283810,1763290110,1763285821,2011,4289,6,11,9,6,11,10,2025,COMPLETED
400075,user040,xgboost_sim_6780,acct10,group05,workq,Hengicluster2025,2,high,/home/user040/xgboost_runs,sbatch xgboost_4.sbatch,2,96,0,8192,96,96,0,8192,"n14,n48",2,3600,2,4096,85,48,96,60421,161,3,1763259215,1763262935,1763262383,3168,552,6,11,2,6,11,3,2025,FAILED
400077,user064,weka_sim_7770,acct04,group04,workq,Hengicluster2025,5,high,/home/user064/weka_runs,sbatch weka_23.sbatch,1,64,0,262144,64,64,0,262144,n5,1,1800,1,262144,4096,64,64,60591,230,0,1763290690,1763291830,1763291428,738,402,6,11,10,6,11,11,2025,COMPLETED
400078,user088,pytorch_sim_3269,acct08,group03,workq,Hengicluster2025,3,normal,/home/user088/pytorch_runs,sbatch pytorch_26.sbatch,1,64,0,8192,64,64,0,8192,n52,1,1800,1,8192,128,16,64,60815,1850,0,1763318203,1763322823,1763322718,4515,105,6,11,18,6,11,19,2025,COMPLETED
400079,user021,lammps_sim_2353,acct01,group01,short,Hengicluster2025,5,normal,/home/user021/lammps_runs,sbatch lammps_40.sbatch,1,12,0,262144,12,12,0,262144,n18,1,600,1,262144,21845,1,12,60702,439,1,1763265039,1763268399,1763268037,2998,362,6,11,3,6,11,4,2025,NODE_FAIL
400080,user007,gaussian_sim_9075,acct07,group02,workq,Hengicluster2025,2,normal,/home/user007/gaussian_runs,sbatch gaussian_20.sbatch,4,32,0,32768,32,32,0,32768,"n5,n44,n33,n36",4,7200,4,8192,1024,8,32,60572,1,2,1763285355,1763289615,1763288748,3393,867,6,11,9,6,11,10,2025,FAILED
400082,user018,wrf_sim_91,acct08,group03,workq,Hengicluster2025,5,scavenger,/home/user018/wrf_runs,sbatch wrf_9.sbatch,1,24,0,32768,24,24,0,32768,n53,1,1200,1,32768,1365,12,24,60283,608,2,1763300937,1763306637,1763301820,883,4817,6,11,13,6,11,15,2025,COMPLETED
400083,user094,gadget_sim_8418,acct04,group04,short,Hengicluster2025,3,scavenger,/home/user094/gadget_runs,sbatch gadget_33.sbatch,1,2,0,131072,2,2,0,131072,n29,1,7200,1,131072,65536,1,2,0,0,0,1763266704,1763271684,1763268341,1637,3343,6,11,4,6,11,5,2025,COMPLETED
400084,user069,nwchem_sim_9049,acct09,group04,workq,Hengicluster2025,5,normal,/home/user069/nwchem_runs,sbatch nwchem_37.sbatch,1,24,0,16384,24,24,0,16384,n54,1,900,1,16384,683,24,24,60213,990,0,1763325568,1763330908,1763329418,3850,1490,6,11,20,6,11,22,2025,COMPLETED
400085,user086,quantumespresso_sim_7857,acct06,group01,workq,Hengicluster2025,2,normal,/home/user086/quantumespresso_runs,sbatch quantumespresso_18.sbatch,1,2,0,65536,2,2,0,65536,n59,1,7200,1,65536,32768,1,2,60879,404,2,1763267074,1763274034,1763271424,4350,2610,6,11,4,6,11,6,2025,COMPLETED
400086,user025,tensorflow_sim_256,acct05,group05,short,Hengicluster2025,3,scavenger,/home/user025/tensorflow_runs,sbatch tensorflow_17.sbatch,2,16,0,131072,16,16,0,131072,"n28,n50",2,14400,2,65536,8192,8,16,60013,1195,0,1763273511,1763275551,1763274363,852,1188,6,11,6,6,11,6,2025,TIMEOUT
400088,user098,mxnet_sim_5310,acct08,group03,short,Hengicluster2025,4,scavenger,/home/user098/mxnet_runs,sbatch mxnet_32.sbatch,2,64,0,65536,64,64,0,65536,"n14,n7",2,1800,2,32768,1024,1,64,60549,1778,0,1763329998,1763331138,1763330801,803,337,6,11,21,6,11,22,2025,COMPLETED
400089,user099,blast_sim_7257,acct09,group04,short,Hengicluster2025,3,scavenger,/home/user099/blast_runs,sbatch blast_42.sbatch,2,128,0,16384,128,128,0,16384,"n23,n11",2,600,2,8192,128,1,128,60500,705,0,1763262741,1763268381,1763267515,4774,866,6,11,3,6,11,4,2025,FAILED
400090,user062,quantumespresso_sim_151,acct02,group02,long,Hengicluster2025,3,scavenger,/home/user062/quantumespresso_runs,sbatch quantumespresso_34.sbatch,1,16,0,131072,16,16,0,131072,n26,1,5400,1,131072,8192,16,16,0,0,0,1763302082,1763307842,1763306933,4851,909,6,11,14,6,11,15,2025,COMPLETED
400091,user021,gromacs_sim_8829,acct01,group01,short,Hengicluster2025,5,scavenger,/home/user021/gromacs_runs,sbatch gromacs_37.sbatch,1,48,0,131072,48,48,0,131072,n25,1,5400,1,131072,2731,12,48,60821,1288,0,1763288560,1763291380,1763290478,1918,902,6,11,10,6,11,11,2025,FAILED
400092,user067,vasp_sim_4821,acct07,group02,short,Hengicluster2025,4,scavenger,/home/user067/vasp_runs,sbatch vasp_39.sbatch,4,256,0,65536,256,256,0,65536,"n59,n28,n13,n48",4,14400,4,16384,256,256,256,60368,265,1,1763297779,1763301619,1763300998,3219,621,6,11,12,6,11,14,2025,COMPLETED
400093,user046,vasp_sim_6087,acct06,group01,short,Hengicluster2025,2,high,/home/user046/vasp_runs,sbatch vasp_46.sbatch,1,2,0,32768,2,2,0,32768,n28,1,1800,1,32768,16384,2,2,0,0,0,1763320522,1763322742,1763321851,1329,891,6,11,19,6,11,19,2025,COMPLETED
400094,user084,nek5000_sim_4115,acct04,group04,short,Hengicluster2025,3,normal,/home/user084/nek5000_runs,sbatch nek5000_23.sbatch,2,32,0,65536,32,32,0,65536,"n12,n16",2,600,2,32768,2048,16,32,0,0,0,1763263606,1763270266,1763266213,2607,4053,6,11,3,6,11,5,2025,COMPLETED
400095,user019,nek5000_sim_2433,acct09,group04,long,Hengicluster2025,5,high,/home/user019/nek5000_runs,sbatch nek5000_34.sbatch,3,24,0,393216,24,24,0,393216,"n15,n50,n7",3,5400,3,131072,16384,1,24,60330,1941,1,1763322425,1763324765,1763323646,1221,1119,6,11,19,6,11,20,2025,FAILED
400097,user069,pytorch_sim_8851,acct09,group04,short,Hengicluster2025,4,scavenger,/home/user069/pytorch_runs,sbatch pytorch_11.sbatch,1,4,0,98304,4,4,0,98304,n9,1,7200,1,98304,24576,1,4,60512,99,3,1763316239,1763323259,1763318620,2381,4639,6,11,18,6,11,20,2025,FAILED
400098,user011,gadget_sim_6930,acct01,group01,gpuq,Hengicluster2025,3,normal,/home/user011/gadget_runs,sbatch gadget_34.sbatch,1,16,2,32768,16,16,2,32768,n4,1,1200,1,32768,2048,8,16,60970,1833,2,1763271342,1763276922,1763275409,4067,1513,6,11,5,6,11,7,2025,NODE_FAIL
400099,user074,mxnet_sim_4103,acct04,group04,gpuq,Hengicluster2025,5,normal,/home/user074/mxnet_runs,sbatch mxnet_21.sbatch,2,8,1,262144,8,8,1,262144,"n41,n13",2,900,2,131072,32768,1,8,60616,1659,4,1763297448,1763299908,1763297987,539,1921,6,11,12,6,11,13,2025,COMPLETED
400100,user098,hpl_sim_293,acct08,group03,workq,Hengicluster2025,1,high,/home/user098/hpl_runs,sbatch hpl_21.sbatch,1,24,0,16384,24,24,0,16384,n49,1,3600,1,16384,683,12,24,0,0,4,1763329875,1763334675,1763331670,1795,3005,6,11,21,6,11,23,2025,FAILED
400102,user058,gromacs_sim_3865,acct08,group03,workq,Hengicluster2025,4,high,/home/user058/gromacs_runs,sbatch gromacs_4.sbatch,2,8,0,262144,8,8,0,262144,"n41,n7",2,7200,2,131072,32768,8,8,60464,904,0,1763305564,1763307724,1763306433,869,1291,6,11,15,6,11,15,2025,COMPLETED
400103,user038,blast_sim_4558,acct08,group03,workq,Hengicluster2025,1,normal,/home/user038/blast_runs,sbatch blast_46.sbatch,2,96,0,262144,96,96,0,262144,"n45,n11",2,3600,2,131072,2731,1,96,60761,859,0,1763266842,1763267742,1763267142,300,600,6,11,4,6,11,4,2025,FAILED
400104,user043,nek5000_sim_761,acct03,group03,short,Hengicluster2025,2,normal,/home/user043/nek5000_runs,sbatch nek5000_49.sbatch,1,64,0,16384,64,64,0,16384,n12,1,3600,1,16384,256,64,64,60389,1768,0,1763280317,1763281577,1763280635,318,942,6,11,8,6,11,8,2025,COMPLETED
400105,user052,blast_sim_2807,acct02,group02,workq,Hengicluster2025,1,normal,/home/user052/blast_runs,sbatch blast_21.sbatch,1,48,0,131072,48,48,0,131072,n54,1,1200,1,131072,2731,1,48,60812,1198,0,1763329678,1763333158,1763331688,2010,1470,6,11,21,6,11,22,2025,COMPLETED
